filename,labware_class,labware_subclass,manufacturer,total_positions,rows,columns,orientation,well_max_volume_ul,well_depth_mm,well_bottom_shape,well_top_shape,well_dx_mm,well_dy_mm,well_spacing_dx_mm,well_spacing_dy_mm,rack_dx_mm,rack_dy_mm,rack_dz_mm,stack_height_mm,connected_container,clld_capable,container_file,display_name,description,category_ids,category_names,vendor_folder,relative_path,data_type,read_only,file_type
Ham_NTR_10.rck,tip_rack,10ul,Hamilton,96,8,12,n/a,520.6,29.9,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,55.0,16.0,No,Yes,Nimbus\\Tip Racks\\tip_10ul.ctr,10 uL black NTR,Hamilton Nested Tip Rack: 10 uL black unfiltered tips,30009,10uL,Nimbus,Nimbus/Tip Racks/Ham_NTR_10.rck,2,Yes,rck
Ham_NTR_10_Clear.rck,tip_rack,10ul,Hamilton,96,8,12,n/a,520.6,29.9,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,55.0,16.0,No,Yes,Nimbus\\Tip Racks\\tip_10ul.ctr,10 uL clear NTR,Hamilton Nested Tip Rack: 10 uL clear unfiltered tips,30009,10uL,Nimbus,Nimbus/Tip Racks/Ham_NTR_10_Clear.rck,2,Yes,rck
Ham_NTR_300.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,957.9,59.9,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,55.0,16.0,No,Yes,Nimbus\\Tip Racks\\tip_300ul.ctr,300 uL black NTR,Hamilton Nested Tip Rack: 300 uL black unfiltered tips,30011,300uL,Nimbus,Nimbus/Tip Racks/Ham_NTR_300.rck,2,Yes,rck
Ham_NTR_300_Clear.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,957.9,59.9,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,55.0,16.0,No,Yes,Nimbus\\Tip Racks\\tip_300ul.ctr,300 uL clear NTR,Hamilton Nested Tip Rack: 300 uL clear unfiltered tips,30011,300uL,Nimbus,Nimbus/Tip Racks/Ham_NTR_300_Clear.rck,2,Yes,rck
Ham_NTR_50.rck,tip_rack,50ul,Hamilton,96,8,12,n/a,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,55.0,16.0,No,Yes,Nimbus\\Tip Racks\\tip_50ul.ctr,50 uL black NTR,Hamilton Nested Tip Rack: 50 uL black unfiltered tips,30010,50uL,Nimbus,Nimbus/Tip Racks/Ham_NTR_50.rck,2,Yes,rck
Ham_NTR_50_Clear.rck,tip_rack,50ul,Hamilton,96,8,12,n/a,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,55.0,16.0,No,Yes,Nimbus\\Tip Racks\\tip_50ul.ctr,50 uL clear NTR,Hamilton Nested Tip Rack: 50 uL clear unfiltered tips,30010,50uL,Nimbus,Nimbus/Tip Racks/Ham_NTR_50_Clear.rck,2,Yes,rck
Ham_TipBox_1000.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1510.3,95.1,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,103.73,92.03,No,Yes,Nimbus\\Tip Racks\\Tip_1000uL.ctr,Tip Box 1000ul black,Hamilton Tip Box with 1000uL black tips. Definition was adjusted (Rack Base to Container Base Offset wise) to offset tips (containers) for tip type detections from 8.63mm to 8.01mm.,30012,1mL,Nimbus,Nimbus/Tip Racks/Ham_TipBox_1000.rck,2,Yes,rck
Ham_TipBox_F1000.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1510.3,95.1,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,103.73,92.03,No,Yes,Nimbus\\Tip Racks\\Tip_1000uL.ctr,Tip Box 1000ul black filtered,Hamilton Tip Box with 1000uL black filtered tips. Definition was adjusted (Rack Base to Container Base Offset wise) to offset tips (containers) for tip type detections from 8.63mm to 8.01mm.,30012,1mL,Nimbus,Nimbus/Tip Racks/Ham_TipBox_F1000.rck,2,Yes,rck
Ham_TipBox_F300.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,957.9,59.9,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,69.23,57.53,No,Yes,Nimbus\\Tip Racks\\tip_300ul.ctr,Tip Box 300ul black filtered,Hamilton Tip Box with 300uL black filtered tips. Definition was adjusted (Rack Base to Container Base Offset wise) to offset tips (containers) for tip type detections from 7.33mm to 6.71mm.,30011,300uL,Nimbus,Nimbus/Tip Racks/Ham_TipBox_F300.rck,2,Yes,rck
Ham_TipBox_F50.rck,tip_rack,50ul,Hamilton,96,8,12,n/a,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,127.0,86.0,69.23,57.53,No,Yes,Nimbus\\Tip Racks\\tip_50ul.ctr,Tip Box 50ul black filtered,Hamilton Tip Box with 50uL black filtered tips. Definition was adjusted (Rack Base to Container Base Offset wise) to offset tips (containers) for tip type detections from 16.83mm to 16.21mm.,30010,50uL,Nimbus,Nimbus/Tip Racks/Ham_TipBox_F50.rck,2,Yes,rck
LT_L_NE_stack.rck,tip_rack,10ul,Hamilton,96,8,12,n/a,521.8,30.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,56.0,16.0,No,No,ML_STAR\\lt.ctr,NTR 10ul Low Volume Tip,Nestable Tip Rack for 10ul Low Volume Tip,170,10ul Low Volume Tips,ML_STAR,ML_STAR/LT_L_NE_stack.rck,2,Yes,rck
PiercingTip150ulFilter.rck,tip_rack,piercing_tip,Hamilton,96,8,12,n/a,959.2,60.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,20.0,15.5,No,No,ML_STAR\\PiercingTip150ulFilter.ctr,150ul Piercing Tip Filter,Rack with 96 150ul Piercing Tips with filters,20008,Piercing tips,ML_STAR,ML_STAR/PiercingTip150ulFilter.rck,2,Yes,rck
RT_300ul_L.rck,tip_rack,300ul,Hamilton,96,8,12,landscape,1324.3,70.15,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,0.0,No,No,ML_STAR\\384CoReHead\\rt_300ul.ctr,RT_300ul_l (Rocket Tip),Rack with 96 300ul Rocket Tip for 384,20001,384 CO-RE head tips,ML_STAR,ML_STAR/384CoReHead/RT_300ul_L.rck,2,Yes,rck
ST_L_NE_stack.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,959.2,60.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,56.0,16.0,No,No,ML_STAR\\st.ctr,NTR 300ul Standard Volume Tip,Nestable Tip Rack for 300ul Standard Volume Tip,172,300ul Standard Volume Tips,ML_STAR,ML_STAR/ST_L_NE_stack.rck,2,Yes,rck
SlimTip300ul.rck,tip_rack,slim_tip,Hamilton,96,8,12,n/a,1456.2,95.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,20.0,0.0,No,Yes,C:\\GRU\\SW\\HxStarLabwareFiles\\Labware\\ML_STAR\\slimtip300ul.ctr,Slim Tip 300�l,Rack with 96 Slim CO-RE Tips 300�l,20009,SLIM tips,ML_STAR,ML_STAR/SlimTip300ul.rck,2,Yes,rck
SlimTip300ulFilter.rck,tip_rack,slim_tip,Hamilton,96,8,12,n/a,1456.2,95.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,20.0,0.0,No,Yes,ML_STAR\\slimtip300ulfilter.ctr,SlimTip300�lFilter,Rack with 96 Slim CO-RE Tips 300�l with filters,20009,SLIM tips,ML_STAR,ML_STAR/SlimTip300ulFilter.rck,2,Yes,rck
TIP384_384TIPS_NTR_50ul_A00.rck,tip_rack,50ul,Hamilton,384,16,24,n/a,127.6,39.5,flat,round,3.2,3.2,4.5,4.5,122.4,82.6,44.0,19.75,No,Yes,ML_STAR\\384CoReHead\\core384_50ul_conductive_tip.ctr,TIP384_384TIPS_CONDUCTIVE_NTR_50ul_A00,Stackable Rack with 384 50ul conductive Tips for 384 Head,20001,384 CO-RE head tips,ML_STAR,ML_STAR/384CoReHead/TIP384_384TIPS_NTR_50ul_A00.rck,2,Yes,rck
TIP384_96TIPS_NTR_50ul_A00.rck,tip_rack,50ul,Hamilton,96,8,12,n/a,127.6,39.5,flat,round,3.2,3.2,9.0,9.0,122.4,82.6,44.0,19.75,No,Yes,ML_STAR\\384CoReHead\\core384_50ul_conductive_tip.ctr,TIP384_96TIPS_CONDUCTIVE_NTR_50ul_A00,Stackable Rack with 96 50ul conductive Tips for 384 Head,20001,384 CO-RE head tips,ML_STAR,ML_STAR/384CoReHead/TIP384_96TIPS_NTR_50ul_A00.rck,2,Yes,rck
TIP_250ul_Piercing_L.rck,tip_rack,piercing_tip,Hamilton,96,8,12,landscape,959.2,60.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,20.0,15.5,No,No,C:\\GRU\\SW\\HxStarLabwareFiles\\Labware\\ML_STAR\\tip_250ul_piercing.ctr,250ul Piercing Tip,Rack with 96 250ul Piercing Tips,20008,Piercing tips,ML_STAR,ML_STAR/TIP_250ul_Piercing_L.rck,2,Yes,rck
TIP_250ul_Piercing_L.rck,tip_rack,piercing_tip,Hamilton,96,8,12,landscape,959.2,60.0,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,11.5,15.5,No,No,Nimbus\\Tip Racks\\tip_250ul_piercing.ctr,250ul Piercing Tip,Rack with 96 250ul Piercing Tips,20008,Piercing tips,Nimbus,Nimbus/Tip Racks/TIP_250ul_Piercing_L.rck,2,Yes,rck
TIP_50ulF_L.rck,tip_rack,50ul,Hamilton,96,8,12,landscape,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,20.0,0.0,No,No,ML_STAR\\TIP_50ul.ctr,50ul Tip with filter,Rack with 96 50ul Tip with filter,20005,50ul Tips,ML_STAR,ML_STAR/TIP_50ulF_L.rck,2,Yes,rck
TIP_50ulF_P.rck,tip_rack,50ul,Hamilton,96,12,8,portrait,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,82.6,122.4,20.0,0.0,No,No,ML_STAR\\TIP_50ul.ctr,50ul Tip with filter,Rack with 50ul Tip with filter (portrait),,,ML_STAR,ML_STAR/TIP_50ulF_P.rck,2,Yes,rck
TIP_50ul_L.rck,tip_rack,50ul,Hamilton,96,8,12,landscape,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,20.0,15.5,No,No,ML_STAR\\TIP_50ul.ctr,50ul Tip,Rack with 96 50ul Tip,20005,50ul Tips,ML_STAR,ML_STAR/TIP_50ul_L.rck,2,Yes,rck
TIP_50ul_L_NE_stack.rck,tip_rack,50ul,Hamilton,96,8,12,n/a,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,56.0,16.0,No,No,ML_STAR\\tip_50ul.ctr,NTR 50ul Tip,Nestable Tip Rack for 50ul Tip,20005,50ul Tips,ML_STAR,ML_STAR/TIP_50ul_L_NE_stack.rck,2,Yes,rck
TIP_50ul_P.rck,tip_rack,50ul,Hamilton,96,12,8,portrait,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,82.6,122.4,20.0,15.5,No,No,ML_STAR\\TIP_50ul.ctr,50ul Tip,Rack with 96 50ul Tip (portrait),,,ML_STAR,ML_STAR/TIP_50ul_P.rck,2,Yes,rck
TipAdapter_10.rck,tip_rack,10ul,Hamilton,96,8,12,n/a,520.6,29.9,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,12.0,0.0,No,Yes,Nimbus\\Tip Racks\\tip_10ul.ctr,Tip Adapter Plate for 10uL tips,Frame for 96 10ul Tips to support tip pickup by row or column,30009,10uL,Nimbus,Nimbus/Tip Racks/TipAdapter_10.rck,2,Yes,rck
TipAdapter_1000.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1510.3,95.1,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,12.0,0.0,No,Yes,Nimbus\\Tip Racks\\tip_1000ul.ctr,Tip Adapter Plate for 1000uL Tips,Frame for 96 1000ul tips to support tip pickup by row or column,30012,1mL,Nimbus,Nimbus/Tip Racks/TipAdapter_1000.rck,2,Yes,rck
TipAdapter_300.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,957.9,59.9,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,12.0,0.0,No,Yes,Nimbus\\Tip Racks\\tip_300ul.ctr,Tip Adapter Plate for 300uL Tips,Frame for 96 300ul tips to support tip pickup by row or column,30011,300uL,Nimbus,Nimbus/Tip Racks/TipAdapter_300.rck,2,Yes,rck
TipAdapter_50.rck,tip_rack,50ul,Hamilton,96,8,12,n/a,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,12.0,0.0,No,Yes,Nimbus\\Tip Racks\\tip_50ul.ctr,Tip Adapter Plate for 50uL Tips,Frame for 96 50ul tips to support tip pickup by row or column,30010,50uL,Nimbus,Nimbus/Tip Racks/TipAdapter_50.rck,2,Yes,rck
TipAdapter_F10.rck,tip_rack,10ul,Hamilton,96,8,12,n/a,520.6,29.9,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,12.0,0.0,No,Yes,Nimbus\\Tip Racks\\tip_10ul.ctr,Tip Adapter Plate for 10uL filtered tips,Frame for 96 10ul filtered tips to support tip pickup by row or column,30009,10uL,Nimbus,Nimbus/Tip Racks/TipAdapter_F10.rck,2,Yes,rck
TipAdapter_F1000.rck,tip_rack,1000ul,Hamilton,96,8,12,n/a,1510.3,95.1,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,12.0,0.0,No,Yes,Nimbus\\Tip Racks\\tip_1000ul.ctr,Tip Adapter Plate for 1000uL Filtered Tips,Frame for 96 1000ul Filtered tips to support tip pickup by row or column,30012,1mL,Nimbus,Nimbus/Tip Racks/TipAdapter_F1000.rck,2,Yes,rck
TipAdapter_F300.rck,tip_rack,300ul,Hamilton,96,8,12,n/a,957.9,59.9,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,12.0,0.0,No,Yes,Nimbus\\Tip Racks\\tip_300ul.ctr,Tip Adapter Plate for 300uL Filtered Tips,Frame for 96 300ul filtered tips to support tip pickup by row or column,30011,300uL,Nimbus,Nimbus/Tip Racks/TipAdapter_F300.rck,2,Yes,rck
TipAdapter_F50.rck,tip_rack,50ul,Hamilton,96,8,12,n/a,835.8,50.4,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,12.0,0.0,No,Yes,Nimbus\\Tip Racks\\tip_50ul.ctr,Tip Adapter Plate for 50uL Filtered Tips,Frame for 96 50ul filtered tips to support tip pickup by row or column,30010,50uL,Nimbus,Nimbus/Tip Racks/TipAdapter_F50.rck,2,Yes,rck
Vfv_HighVolumeTip.rck,tip_rack,,Hamilton,16,16,1,n/a,1510.3,95.1,flat,round,6.8,6.8,9.0,9.0,12.0,147.0,98.0,0.0,No,Yes,Nimbus\\tip racks\\tip_1000ul.ctr,Vfv_HighVolumeTip.rck,,,,Nimbus,Nimbus/Toolbox/Vfv_HighVolumeTip.rck,2,Yes,rck
Vfv_StandardVolumeTip.rck,tip_rack,,Hamilton,16,16,1,n/a,957.9,59.9,flat,round,6.8,6.8,9.0,9.0,12.0,147.0,98.0,0.0,No,Yes,Nimbus\\tip racks\\tip_300ul.ctr,Vfv_StandardVolumeTip.rck,,,,Nimbus,Nimbus/Toolbox/Vfv_StandardVolumeTip.rck,2,Yes,rck
BVS_MNAdapter_H34.5_A00.rck,tool,calibration,Hamilton,2,1,2,n/a,26.3,33.5,flat,round,1.0,1.0,130.0,0.0,133.0,95.0,41.0,34.5,No,No,ml_star\\bvs\\bvs_mnadapter_h34.5_a00.ctr,BVS_MNAdapter_H34.5_A00.rck,,,,ML_STAR,ML_STAR/BVS/BVS_MNAdapter_H34.5_A00.rck,2,Yes,rck
BVS_Manifold.rck,tool,calibration,Hamilton,2,2,1,n/a,0.0,0.0,,,0.0,0.0,0.0,100.0,155.0,114.0,64.0,0.0,No,No,,BVS Manifold,,,,Nimbus,Nimbus/NVS/BVS_Manifold.rck,2,Yes,rck
BVS_ManifoldTop_A00.rck,tool,calibration,Hamilton,2,1,2,n/a,0.4,49.0,flat,round,0.1,0.1,150.0,0.0,154.0,95.0,49.0,0.0,No,No,ML_STAR\\BVS\\bvs_manifoldtop_a00.ctr,BVS_ManifoldTop_A00.rck,,,,ML_STAR,ML_STAR/BVS/BVS_ManifoldTop_A00.rck,2,Yes,rck
Barcode Scanner Check 1T Carrier.rck,tool,calibration,Hamilton,16,16,1,n/a,0.0,0.0,,,0.0,0.0,0.0,22.73,22.454,402.844,140.14,0.0,No,No,,Barcode Scanner Check 1T Carrier,Based on regular LTC carrier definition,,,Nimbus,Nimbus/Toolbox/Barcode Scanner Check 1T Carrier.rck,2,Yes,rck
COREGripTool_L.rck,tool,grip_tool,Hamilton,2,2,1,landscape,1742.6,30.0,flat,round,8.6,8.6,0.0,26.0,127.0,86.0,24.0,0.0,No,No,ml_star\\co-re-grip\\coregriptool.ctr,CORE Grip Tool (landscape),Rack with gripping tool for CORE grip tool (landscape),169,ML STAR Tools,ML_STAR,ML_STAR/CO-RE-Grip/COREGripTool_L.rck,2,Yes,rck
COREGripTool_P.rck,tool,grip_tool,Hamilton,2,2,1,portrait,1742.6,30.0,flat,round,8.6,8.6,0.0,26.0,86.0,127.0,24.0,0.0,No,No,ml_star\\co-re-grip\\coregriptool.ctr,CORE Gripper tool (portrait),Rack with gripping tool for CORE grip tool (portrait),169,ML STAR Tools,ML_STAR,ML_STAR/CO-RE-Grip/COREGripTool_P.rck,2,Yes,rck
CalTool5mL(CCT II).rck,tool,calibration,Hamilton,1,1,1,n/a,0.0,0.0,,,0.0,0.0,18.0,18.0,13.85,13.85,42.0,0.0,No,No,C:\\Git\\Nimbus\\src\\Common\\Labware\\Nimbus\\Channels\\caltool5ml.ctr,"Nimbus iProbe Calibration, 5ml",5ml calibration tool for the iProbe,,,Nimbus,Nimbus/Toolbox/CalTool5mL(CCT II).rck,2,Yes,rck
DC_WashStation_1000ul_CR_Needle_HU.rck,tool,wash_station,Hamilton,16,0,0,n/a,5704.7,288.0,flat,round,6.8,6.8,0.0,0.0,9.0,250.0,20.0,0.0,No,No,ml_star\\washstation\\cr_highneedle_a00.ctr,DC 1000ul needles rack (HU),Rack for 1000ul needles on DC wash station (node HU),181,DC wash station,ML_STAR,ML_STAR/WASHSTATION/DC_WashStation_1000ul_CR_Needle_HU.rck,3,Yes,rck
DC_WashStation_1000ul_CR_Needle_HV.rck,tool,wash_station,Hamilton,16,0,0,n/a,5704.7,288.0,flat,round,6.8,6.8,0.0,0.0,9.0,250.0,20.0,0.0,No,No,ml_star\\washstation\\cr_highneedle_a00.ctr,DC 1000ul needles rack (HV),Rack for 1000ul needles on DC wash station (node HV),181,DC wash station,ML_STAR,ML_STAR/WASHSTATION/DC_WashStation_1000ul_CR_Needle_HV.rck,3,Yes,rck
DC_WashStation_1000ul_CR_Needle_HW.rck,tool,wash_station,Hamilton,16,0,0,n/a,5704.7,288.0,flat,round,6.8,6.8,0.0,0.0,9.0,250.0,20.0,0.0,No,No,ml_star\\washstation\\cr_highneedle_a00.ctr,DC 1000ul needles rack (HW),Rack for 1000ul needles on DC wash station (node HW),181,DC wash station,ML_STAR,ML_STAR/WASHSTATION/DC_WashStation_1000ul_CR_Needle_HW.rck,3,Yes,rck
DC_WashStation_10ul_CR_Needle_HU.rck,tool,wash_station,Hamilton,16,0,0,n/a,436.1,57.4,flat,round,6.8,6.8,0.0,0.0,9.0,250.0,20.0,0.0,No,No,ml_star\\washstation\\cr_lowneedle_a00.ctr,DC 10ul needles rack (HU),Rack for 10ul needles on DC wash station (node HU),181,DC wash station,ML_STAR,ML_STAR/WASHSTATION/DC_WashStation_10ul_CR_Needle_HU.rck,3,Yes,rck
DC_WashStation_10ul_CR_Needle_HV.rck,tool,wash_station,Hamilton,16,0,0,n/a,436.1,57.4,flat,round,6.8,6.8,0.0,0.0,9.0,250.0,20.0,0.0,No,No,ml_star\\washstation\\cr_lowneedle_a00.ctr,DC 10ul needles rack (HV),Rack for 10ul needles on DC wash station (node HV),181,DC wash station,ML_STAR,ML_STAR/WASHSTATION/DC_WashStation_10ul_CR_Needle_HV.rck,3,Yes,rck
DC_WashStation_10ul_CR_Needle_HW.rck,tool,wash_station,Hamilton,16,0,0,n/a,436.1,57.4,flat,round,6.8,6.8,0.0,0.0,9.0,250.0,20.0,0.0,No,No,ml_star\\washstation\\cr_lowneedle_a00.ctr,DC 10ul needles rack (HW),Rack for 10ul needles on DC wash station (node HW),181,DC wash station,ML_STAR,ML_STAR/WASHSTATION/DC_WashStation_10ul_CR_Needle_HW.rck,3,Yes,rck
DC_WashStation_300ul_CR_Needle_HU.rck,tool,wash_station,Hamilton,16,0,0,n/a,2345.9,177.0,flat,round,6.8,6.8,0.0,0.0,9.0,250.0,20.0,0.0,No,No,ml_star\\washstation\\cr_standardneedle_a00.ctr,DC 300ul needles rack (HU),Rack for 300ul needles on DC wash station (node HU),181,DC wash station,ML_STAR,ML_STAR/WASHSTATION/DC_WashStation_300ul_CR_Needle_HU.rck,3,Yes,rck
DC_WashStation_300ul_CR_Needle_HV.rck,tool,wash_station,Hamilton,16,0,0,n/a,2345.9,177.0,flat,round,6.8,6.8,0.0,0.0,9.0,250.0,20.0,0.0,No,No,ml_star\\washstation\\cr_standardneedle_a00.ctr,DC 300ul needles rack (HV),Rack for 300ul needles on DC wash station (node HV),181,DC wash station,ML_STAR,ML_STAR/WASHSTATION/DC_WashStation_300ul_CR_Needle_HV.rck,3,Yes,rck
DC_WashStation_300ul_CR_Needle_HW.rck,tool,wash_station,Hamilton,16,0,0,n/a,2345.9,177.0,flat,round,6.8,6.8,0.0,0.0,9.0,250.0,20.0,0.0,No,No,ml_star\\washstation\\cr_standardneedle_a00.ctr,DC 300ul needles rack (HW),Rack for 300ul needles on DC wash station (node HW),181,DC wash station,ML_STAR,ML_STAR/WASHSTATION/DC_WashStation_300ul_CR_Needle_HW.rck,3,Yes,rck
Ham_24_Adp_HHS-AutoLys_A00.rck,tool,,Hamilton,24,4,6,n/a,3262.2,29.715,v-bottom,oval,12.6,12.5,20.0,20.0,127.0,86.0,34.5,0.0,No,Yes,ML_STAR\\AutoLys\\AutoLysTube_A00.ctr,AutoLys HHS Adapter,Rack definition for 24 Autolys tubes on a Hamilton Heater Shaker,1017;20010,Shakers;ML STAR AutoLys,ML_STAR,ML_STAR/AutoLys/Ham_24_Adp_HHS-AutoLys_A00.rck,2,Yes,rck
Ham_24_TuR_AutoLys_A00.rck,tool,,Hamilton,24,4,6,n/a,3262.2,29.715,v-bottom,oval,12.6,12.5,20.0,20.0,127.0,86.0,34.7,0.0,No,Yes,ML_STAR\\AutoLys\\AutoLysTube_A00.ctr,AutoLys Rack,Rack definition for 24 AutoLys tubes,20010,ML STAR AutoLys,ML_STAR,ML_STAR/AutoLys/Ham_24_TuR_AutoLys_A00.rck,2,Yes,rck
MagPipMaintenanceTool.rck,tool,calibration,Hamilton,1,1,1,n/a,0.3,0.001,flat,square,18.0,18.0,9.0,9.0,20.0,18.0,22.9,0.0,No,Yes,ML_STAR\\Maintenance\\MagPipMaintenanceTool.ctr,MagPip tool,Rack with MagPip maintenance tool,40005,Maintenance,ML_STAR,ML_STAR/Maintenance/MagPipMaintenanceTool.rck,2,Yes,rck
Nimbus_HD_8Needles_10ul.rck,tool,calibration,Hamilton,8,8,1,n/a,520.6,29.9,flat,round,6.8,6.8,9.0,9.0,22.454,81.0,11.5,0.0,No,Yes,Nimbus\\Tip Racks\\Tip_10uL.ctr,Teaching Needles,Teaching needles (x8),,,Nimbus,Nimbus/Toolbox/Nimbus_HD_8Needles_10ul.rck,2,Yes,rck
Nimbus_HD_8Needles_300ul.rck,tool,calibration,Hamilton,8,8,1,n/a,957.9,59.9,flat,round,6.8,6.8,9.0,9.0,22.454,81.0,11.5,0.0,No,Yes,Nimbus\\tip racks\\tip_300ul.ctr,Teaching Needles,Teaching needles (x8),,,Nimbus,Nimbus/Toolbox/Nimbus_HD_8Needles_300ul.rck,2,Yes,rck
Nimbus_HD_8TouchOff.rck,tool,calibration,Hamilton,8,8,1,n/a,31.4,7.0,flat,round,2.39,2.39,9.0,9.0,22.454,81.0,11.5,0.0,No,Yes,Nimbus_HD_TouchOff.ctr,Touch off locations,,,,Nimbus,Nimbus/Toolbox/Nimbus_HD_8TouchOff.rck,2,Yes,rck
Nun_for_384Head_100ml_Sq.rck,tool,,Hamilton,384,16,24,n/a,281.2,20.0,flat,square,3.75,3.75,4.5,4.5,127.0,86.0,42.0,13.1,Yes,Yes,ml_star\\384corehead\\nun_for_384head_100ml_sq.ctr,Nun_for_384Head_100ml_Sq,Nunc Trough for 384 Head,1004;1012;20000,384 positions plates;Nunc;ML STAR 384 CO-RE head,ML_STAR,ML_STAR/384CoReHead/Nun_for_384Head_100ml_Sq.rck,2,Yes,rck
Rack - Cooling Module Lid.rck,tool,accessory,Hamilton,1,1,1,n/a,1.2,1.5,flat,round,1.0,1.0,9.0,9.0,127.0,86.0,6.0,0.0,No,No,"ML_STAR\\MFXCreation\\Container - Heating, Cooling, and Lid Park Modules.ctr",Rack - Cooling Module Lid.rck,,,,ML_STAR,ML_STAR/MFXCreation/Rack - Cooling Module Lid.rck,2,Yes,rck
Rack - Downholder (Portrait).rck,tool,accessory,Hamilton,1,1,1,n/a,668.0,10.5,flat,round,9.0,9.0,0.0,0.0,86.0,127.0,10.5,0.0,No,No,ML_STAR\\MFXCreation\\Container - Downholder.ctr,Rack - Downholder (Portrait).rck,Removable Rack for MFX Downholder Module 188313. Use 4mm Grip Height with Grip Width of 78mm for Transport Step.,,,ML_STAR,ML_STAR/MFXCreation/Rack - Downholder (Portrait).rck,2,Yes,rck
Rack - Downholder.rck,tool,accessory,Hamilton,1,1,1,n/a,668.0,10.5,flat,round,9.0,9.0,0.0,0.0,127.0,86.0,10.5,0.0,No,No,ML_STAR\\MFXCreation\\Container - Downholder.ctr,Rack - Downholder.rck,Removable Rack for MFX Downholder Module 188313. Use 4mm Grip Height with Grip Width of 78mm for Transport Step.,,,ML_STAR,ML_STAR/MFXCreation/Rack - Downholder.rck,2,Yes,rck
Rack - Heating Module Lid.rck,tool,accessory,Hamilton,1,1,1,n/a,1.2,1.5,flat,round,1.0,1.0,9.0,9.0,127.0,86.0,6.0,0.0,No,No,"ML_STAR\\MFXCreation\\Container - Heating, Cooling, and Lid Park Modules.ctr",Rack - Heating Module Lid.rck,,,,ML_STAR,ML_STAR/MFXCreation/Rack - Heating Module Lid.rck,2,Yes,rck
Rack - Lid Park Module Lid.rck,tool,accessory,Hamilton,1,1,1,n/a,1.2,1.5,flat,round,1.0,1.0,9.0,9.0,127.0,86.0,6.0,0.0,No,No,"ML_STAR\\MFXCreation\\Container - Heating, Cooling, and Lid Park Modules.ctr",Rack - Lid Park Module Lid.rck,,,,ML_STAR,ML_STAR/MFXCreation/Rack - Lid Park Module Lid.rck,2,Yes,rck
StackCalLandscape.rck,tool,calibration,Hamilton,3,0,0,n/a,196.0,1.0,flat,square,14.0,14.0,0.0,0.0,127.0,86.0,9.96,0.0,No,No,Nimbus\\Calibration\\xycal.ctr,Calibration Rack for Stack,Calibration block for external stack module bay,,,Nimbus,Nimbus/Calibration/StackCalLandscape.rck,3,Yes,rck
TeachingNeedle5ml.rck,tool,calibration,Hamilton,1,1,1,n/a,8561.4,118.0,flat,round,13.85,13.85,0.0,9.0,20.0,20.0,10.0,0.0,No,No,ml_star\\core\\teachingneedle5ml.ctr,TeachingNeedle5ml.rck,,,,ML_STAR,ML_STAR/CORE/TeachingNeedle5ml.rck,2,Yes,rck
