filename,labware_class,labware_subclass,manufacturer,total_positions,rows,columns,orientation,well_max_volume_ul,well_depth_mm,well_bottom_shape,well_top_shape,well_dx_mm,well_dy_mm,well_spacing_dx_mm,well_spacing_dy_mm,rack_dx_mm,rack_dy_mm,rack_dz_mm,stack_height_mm,connected_container,clld_capable,container_file,display_name,description,category_ids,category_names,vendor_folder,relative_path,data_type,read_only,file_type
LT_HU_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,941.9,7.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\lt_96wash.ctr,LT_HU_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/LT_HU_96WashDualChamber1.rck,2,Yes,rck
LT_HU_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,941.9,7.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\lt_96wash.ctr,LT_HU_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/LT_HU_96WashDualChamber2.rck,2,Yes,rck
LT_HV_96Wash.rck,reagent_trough,,Hamilton,96,8,12,n/a,941.9,7.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\lt_96wash.ctr,LT_HV_96Wash.rck,,,,ML_STAR,ML_STAR/96CoReHead/LT_HV_96Wash.rck,2,Yes,rck
LT_HV_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,941.9,7.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\lt_96wash.ctr,LT_HV_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/LT_HV_96WashDualChamber1.rck,2,Yes,rck
LT_HV_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,941.9,7.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\lt_96wash.ctr,LT_HV_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/LT_HV_96WashDualChamber2.rck,2,Yes,rck
LT_HW_96Wash.rck,reagent_trough,,Hamilton,96,8,12,n/a,941.9,7.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\lt_96wash.ctr,LT_HW_96Wash.rck,,,,ML_STAR,ML_STAR/96CoReHead/LT_HW_96Wash.rck,2,Yes,rck
LT_HW_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,941.9,7.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\lt_96wash.ctr,LT_HW_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/LT_HW_96WashDualChamber1.rck,2,Yes,rck
LT_HW_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,941.9,7.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\lt_96wash.ctr,LT_HW_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/LT_HW_96WashDualChamber2.rck,2,Yes,rck
RGT_200ml_A00.rck,reagent_trough,,Hamilton,8,8,1,n/a,25078.3,59.5,flat,square,13.0,33.0,0.0,12.0,37.5,117.5,110.0,0.0,Yes,No,ml_star\\reagent\\rgt_200ml_a00.ctr,Reagent Container 200ml,Reagent Container for RGT_CAR_4R200,,,ML_STAR,ML_STAR/Reagent/RGT_200ml_A00.rck,2,Yes,rck
RGT_20mL_Container_black.rck,reagent_trough,,Hamilton,8,8,1,n/a,3455.3,40.01,round,square,12.742,9.052,9.0,9.052,20.0,89.9,52.54,0.0,Yes,Yes,ML_STAR\\Reagent\\RGT_20mL_Container.ctr,"RGT 20mL, black, no lid","Reagent Container 20mL, black, no lid, PN: 10161050 Hamilton",1008,Reagent plates,ML_STAR,ML_STAR/Reagent/RGT_20mL_Container_black.rck,2,Yes,rck
RGT_20mL_Container_natural.rck,reagent_trough,,Hamilton,8,8,1,n/a,3455.3,40.01,round,square,12.742,9.052,9.0,9.052,20.0,89.9,52.54,0.0,Yes,Yes,ML_STAR\\Reagent\\RGT_20mL_Container.ctr,"RGT 20mL, natural color, no lid","Reagent Container 20mL, natural color, no lid, PN: 10161052 Hamilton",1008,Reagent plates,ML_STAR,ML_STAR/Reagent/RGT_20mL_Container_natural.rck,2,Yes,rck
RGT_20mL_Lid_black.rck,reagent_trough,,Hamilton,1,1,1,n/a,427.5,10.5,flat,round,7.2,7.2,0.0,0.0,16.0,85.0,10.5,0.0,No,Yes,ML_STAR\\Reagent\\RGT_20mL_Lid.ctr,"Lid for RGT 20mL, black","Lid for Reagent Container 20mL, black, Hamilton",1008,Reagent plates,ML_STAR,ML_STAR/Reagent/RGT_20mL_Lid_black.rck,2,Yes,rck
RGT_20mL_Lid_natural.rck,reagent_trough,,Hamilton,1,1,1,n/a,427.5,10.5,flat,round,7.2,7.2,0.0,0.0,16.0,85.0,10.5,0.0,No,Yes,ML_STAR\\Reagent\\RGT_20mL_Lid.ctr,"Lid for RGT 20mL, natural color","Lid for Reagent Container 20mL, natural color, Hamilton",1008,Reagent plates,ML_STAR,ML_STAR/Reagent/RGT_20mL_Lid_natural.rck,2,Yes,rck
RGT_2P5R4C_125.rck,reagent_trough,,Hamilton,8,8,1,n/a,5416.0,64.0,v-bottom,square,10.0,9.0,0.0,10.2,44.0,100.0,75.0,0.0,No,Yes,ml_star\\rgt_2p5r4c_125.ctr,RGT_2P5R4C_125.rck,,,,ML_STAR,ML_STAR/Reagent/RGT_2P5R4C_125.rck,2,Yes,rck
RGT_2P5R4C_25.rck,reagent_trough,,Hamilton,8,8,1,n/a,3457.1,40.0,v-bottom,round,11.0,11.0,0.0,10.2,15.0,90.0,55.0,0.0,No,Yes,ml_star\\rgt_2p5r4c_25.ctr,RGT_2P5R4C_25.rck,,,,ML_STAR,ML_STAR/Reagent/RGT_2P5R4C_25.rck,2,Yes,rck
RGT_CONT_120ml_A00.rck,reagent_trough,,Hamilton,12,0,0,n/a,14175.0,87.5,flat,square,18.0,9.0,0.0,0.0,21.0,142.0,95.0,0.0,Yes,Yes,ML_STAR\\Reagent\\rgt_cont_120ml_a00.ctr,RGT_CONT_120ml_A00.rck,,,,ML_STAR,ML_STAR/Reagent/RGT_CONT_120ml_A00.rck,3,Yes,rck
RGT_CONT_200ml.rck,reagent_trough,,Hamilton,8,0,0,n/a,36337.5,85.0,flat,square,30.0,14.25,0.0,0.0,30.0,114.0,94.0,0.0,Yes,Yes,Nimbus\\HighDensityDeck\\rgt_cont_200ml.ctr,200mL reagent tub,"8 position, 200ml reagent tub",,,Nimbus,Nimbus/HighDensityDeck/RGT_CONT_200ml.rck,3,Yes,rck
RGT_VESSEL_100ml_A00.rck,reagent_trough,,Hamilton,8,8,1,n/a,15421.4,76.75,flat,round,16.5,16.5,14.0,14.0,21.0,120.0,110.0,0.0,Yes,Yes,ML_STAR\\Reagent\\rgt_vessel_100ml_a00.ctr,RGT_VESSEL_100ml_A00.rck,,,,ML_STAR,ML_STAR/Reagent/RGT_VESSEL_100ml_A00.rck,2,Yes,rck
RGT_VESSEL_137892.rck,reagent_trough,,Hamilton,12,12,1,n/a,10275.3,46.6,flat,square,24.5,9.0,0.0,9.0,26.5,112.8,55.0,0.0,Yes,Yes,ml_star\\rgt_vessel_137892.ctr,RGT_VESSEL_137892.rck,,,,ML_STAR,ML_STAR/RGT_VESSEL_137892.rck,2,Yes,rck
RGT_VESSEL_400ml_A00.rck,reagent_trough,,Hamilton,16,16,1,n/a,15421.4,76.75,flat,round,16.5,16.5,10.0,10.0,21.0,460.0,110.0,0.0,Yes,Yes,ml_star\\reagent\\rgt_vessel_400ml_a00.ctr,RGT_VESSEL_400ml_A00.rck,,,,ML_STAR,ML_STAR/Reagent/RGT_VESSEL_400ml_A00.rck,2,Yes,rck
RT300_HU_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ML_STAR\\96CoReHead\\RT300_96Wash.ctr,RT300_HU_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/RT300_HU_96WashDualChamber1.rck,2,Yes,rck
RT300_HU_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ML_STAR\\96CoReHead\\rt300_96wash.ctr,RT300_HU_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/RT300_HU_96WashDualChamber2.rck,2,Yes,rck
RT300_HV_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ML_STAR\\96CoReHead\\rt300_96wash.ctr,RT300_HV_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/RT300_HV_96WashDualChamber1.rck,2,Yes,rck
RT300_HV_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ML_STAR\\96CoReHead\\rt300_96wash.ctr,RT300_HV_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/RT300_HV_96WashDualChamber2.rck,2,Yes,rck
RT300_HW_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ML_STAR\\96CoReHead\\rt300_96wash.ctr,RT300_HW_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/RT300_HW_96WashDualChamber1.rck,2,Yes,rck
RT300_HW_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\rt300_96wash.ctr,RT300_HW_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/RT300_HW_96WashDualChamber2.rck,2,Yes,rck
Rack - RGT 8 Refill.rck,reagent_trough,,Hamilton,8,8,1,n/a,3420.0,20.0,flat,square,19.0,9.0,0.0,9.0,127.0,86.0,115.0,0.0,Yes,Yes,ML_STAR\\MFXCreation\\Container - RGT 8 Refill.ctr,Rack - RGT 8 Refill.rck,,,,ML_STAR,ML_STAR/MFXCreation/Rack - RGT 8 Refill.rck,2,Yes,rck
Rack - RGT 96 Refill.rck,reagent_trough,,Hamilton,96,8,12,n/a,1620.0,20.0,flat,square,9.0,9.0,9.0,9.0,127.0,86.0,115.0,0.0,Yes,Yes,ML_STAR\\MFXCreation\\Container - RGT 96 Refill.ctr,Rack - RGT 96 Refill.rck,,,,ML_STAR,ML_STAR/MFXCreation/Rack - RGT 96 Refill.rck,2,Yes,rck
Rack - RGT.rck,reagent_trough,,Hamilton,48,0,0,n/a,7990.0,47.0,flat,square,10.0,17.0,9.0,9.0,127.0,86.0,56.0,0.0,No,Yes,ML_STAR\\MFXCreation\\Container - RGT.ctr,Rack - RGT.rck,,,,ML_STAR,ML_STAR/MFXCreation/Rack - RGT.rck,3,Yes,rck
Rack - RGTx6 (95356-01).rck,reagent_trough,,Hamilton,8,0,0,n/a,7875.0,50.0,flat,square,17.5,9.0,9.0,9.0,20.0,90.0,65.0,0.0,Yes,Yes,Nimbus\\HighDensityDeck\\Container - RGTx6 (95356-01).ctr,50mL reagent tub,,,,Nimbus,Nimbus/HighDensityDeck/Rack - RGTx6 (95356-01).rck,3,Yes,rck
Reagent.rck,reagent_trough,,Hamilton,48,12,4,n/a,10575.0,47.0,flat,square,25.0,9.0,27.0,9.0,116.0,117.0,60.0,0.0,No,Yes,ml_star\\reagent_vessel.ctr,Reagent.rck,,,,ML_STAR,ML_STAR/Reagent.rck,-1,Yes,rck
ReagentRack_5Tubs.rck,reagent_trough,,Hamilton,20,4,5,n/a,15750.0,50.0,flat,square,17.5,18.0,24.9,18.0,140.0,100.0,85.0,0.0,No,Yes,Nimbus\\Channels\\rgt_cont_50ul_4pos.ctr,ReagentTubs 5x 50mL,Pedestal with 5x 50mL reagent tubs for 4 (or 2 ) channels,,,Nimbus,Nimbus/Channels/ReagentRack_5Tubs.rck,2,Yes,rck
ST_HU_96Wash.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\st_96wash.ctr,ST_HU_96Wash.rck,,,,ML_STAR,ML_STAR/96CoReHead/ST_HU_96Wash.rck,2,Yes,rck
ST_HU_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\st_96wash.ctr,ST_HU_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/ST_HU_96WashDualChamber1.rck,2,Yes,rck
ST_HU_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\st_96wash.ctr,ST_HU_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/ST_HU_96WashDualChamber2.rck,2,Yes,rck
ST_HV_96Wash.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\st_96wash.ctr,ST_HV_96Wash.rck,,,,ML_STAR,ML_STAR/96CoReHead/ST_HV_96Wash.rck,2,Yes,rck
ST_HV_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\st_96wash.ctr,ST_HV_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/ST_HV_96WashDualChamber1.rck,2,Yes,rck
ST_HV_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\st_96wash.ctr,ST_HV_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/ST_HV_96WashDualChamber2.rck,2,Yes,rck
ST_HW_96Wash.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\st_96wash.ctr,ST_HW_96Wash.rck,,,,ML_STAR,ML_STAR/96CoReHead/ST_HW_96Wash.rck,2,Yes,rck
ST_HW_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\st_96wash.ctr,ST_HW_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/ST_HW_96WashDualChamber1.rck,2,Yes,rck
ST_HW_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\st_96wash.ctr,ST_HW_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/ST_HW_96WashDualChamber2.rck,2,Yes,rck
Vfv_Reagent.rck,reagent_trough,,Hamilton,4,4,1,n/a,25698.0,45.0,flat,square,28.0,23.0,14.0,18.0,28.0,114.0,98.0,0.0,Yes,No,Nimbus\\Toolbox\\vfv_reagent.ctr,Vfv_Reagent.rck,,,,Nimbus,Nimbus/Toolbox/Vfv_Reagent.rck,2,Yes,rck
rgt_cont_120ml_BC_a00.rck,reagent_trough,,Hamilton,12,0,0,n/a,15005.3,68.12,v-bottom,square,18.0,13.14,0.0,0.0,21.0,142.0,80.0,0.0,Yes,Yes,ml_star\\reagent\\rgt_cont_120ml_BC_a00.ctr,rgt_cont_120ml_BC_a00.rck,,,,ML_STAR,ML_STAR/Reagent/rgt_cont_120ml_BC_a00.rck,3,Yes,rck
rgt_cont_60ml_BC_A00.rck,reagent_trough,,Hamilton,8,0,0,n/a,10001.2,62.72,v-bottom,square,18.0,9.475,0.0,0.0,20.0,89.9,65.0,0.0,Yes,Yes,ML_STAR\\Reagent\\rgt_cont_60ml_bc_a00.ctr,rgt_cont_60ml_BC_A00.rck,,,,ML_STAR,ML_STAR/Reagent/rgt_cont_60ml_BC_A00.rck,3,Yes,rck
service_carrier_oil.rck,reagent_trough,,Hamilton,8,8,1,n/a,1100.0,11.0,flat,square,10.0,10.0,0.0,9.0,20.0,94.0,14.0,0.0,Yes,Yes,ml_star\\nano\\service_carrier_oil.ctr,service_carrier_oil.rck,,,,ML_STAR,ML_STAR/Nano/service_carrier_oil.rck,2,Yes,rck
service_carrier_ultraSonic.rck,reagent_trough,,Hamilton,8,8,1,n/a,7500.0,25.0,flat,square,50.0,6.0,0.0,9.0,80.0,218.0,50.0,0.0,Yes,No,ml_star\\nano\\service_carrier_ultrasonic.ctr,service_carrier_ultraSonic.rck,,,,ML_STAR,ML_STAR/Nano/service_carrier_ultraSonic.rck,2,Yes,rck
Nun_100ml_12C_Rgt_P.rck,reagent_trough,,Nunc,24,12,2,portrait,8524.8,12.8,flat,square,74.0,9.0,9.0,9.0,86.0,127.0,25.0,0.0,Yes,Yes,nunc\\nun_100ml_12c_rgt_p.ctr,Nun_100ml_12C_Rgt_P.rck,,1008;1012,Reagent plates;Nunc,NUNC,NUNC/Nun_100ml_12C_Rgt_P.rck,2,Yes,rck
Nun_100ml_8C_Rgt_L.rck,reagent_trough,,Nunc,16,8,2,landscape,13443.8,12.8,flat,square,116.7,9.0,9.0,9.0,127.0,86.0,25.0,0.0,Yes,Yes,nunc\\nun_100ml_8c_rgt_l.ctr,Nun_100ml_8C_Rgt_L.rck,,1008;1012,Reagent plates;Nunc,NUNC,NUNC/Nun_100ml_8C_Rgt_L.rck,2,Yes,rck
Nun_100ml_96C_Rgt_L.rck,reagent_trough,,Nunc,96,8,12,landscape,1036.8,12.8,flat,square,9.0,9.0,9.0,9.0,127.0,86.0,25.0,0.0,Yes,Yes,nunc\\nun_100ml_96c_rgt_l.ctr,Nun_100ml_96C_Rgt_L.rck,,1008;1012,Reagent plates;Nunc,NUNC,NUNC/Nun_100ml_96C_Rgt_L.rck,2,Yes,rck
Nun_300ml_12C_Rgt_P.rck,reagent_trough,,Nunc,24,12,2,portrait,29956.1,38.7,flat,square,67.9,11.4,9.0,9.0,86.0,127.0,42.0,0.0,Yes,Yes,nunc\\nun_300ml_12c_rgt_p.ctr,Nun_300ml_12C_Rgt_P.rck,,1008;1012,Reagent plates;Nunc,NUNC,NUNC/Nun_300ml_12C_Rgt_P.rck,2,Yes,rck
Nun_300ml_384C_Rgt_L.rck,reagent_trough,,Nunc,384,16,24,landscape,783.7,38.7,flat,square,4.5,4.5,4.5,4.5,127.0,86.0,42.0,0.0,Yes,Yes,nunc\\nun_300ml_384c_rgt_l.ctr,Nun_300ml_384C_Rgt_L.rck,,1004;1008,384 positions plates;Reagent plates,NUNC,NUNC/Nun_300ml_384C_Rgt_L.rck,2,Yes,rck
Nun_300ml_8C_Rgt_L.rck,reagent_trough,,Nunc,16,8,2,landscape,42140.8,38.7,flat,square,99.9,10.9,9.0,9.0,127.0,86.0,42.0,0.0,Yes,Yes,nunc\\nun_300ml_8c_rgt_l.ctr,Nun_300ml_8C_Rgt_L.rck,,1008;1012,Reagent plates;Nunc,NUNC,NUNC/Nun_300ml_8C_Rgt_L.rck,2,Yes,rck
Nun_300ml_96C_Rgt.rck,reagent_trough,,Nunc,96,8,12,n/a,3134.7,38.7,flat,square,9.0,9.0,9.0,9.0,127.0,86.0,42.0,0.0,No,Yes,nunc\\nun_300ml_96c_rgt_l.ctr,Nun_300ml_96C_Rgt.rck,,1008;1012,Reagent plates;Nunc,NUNC,NUNC/Nun_300ml_96C_Rgt.rck,2,Yes,rck
Nun_300ml_96C_Rgt_L.rck,reagent_trough,,Nunc,96,8,12,landscape,3134.7,38.7,flat,square,9.0,9.0,9.0,9.0,127.0,86.0,42.0,0.0,Yes,Yes,nunc\\nun_300ml_96c_rgt_l.ctr,Nun_300ml_96C_Rgt_L.rck,,,,NUNC,NUNC/Nun_300ml_96C_Rgt_L.rck,2,Yes,rck
Nun_96_Rgt_L.rck,reagent_trough,,Nunc,1,1,1,landscape,101994.6,11.7,flat,square,116.7,74.7,0.0,0.0,127.0,86.0,25.0,0.0,Yes,Yes,nunc\\nun_96_rgt_l.ctr,Nun_96_Rgt_L.rck,,,,NUNC,NUNC/Nun_96_Rgt_L.rck,2,Yes,rck
Nun_96_Rgt_P.rck,reagent_trough,,Nunc,1,1,1,portrait,101994.6,11.7,flat,square,74.7,116.7,0.0,0.0,86.0,127.0,25.0,0.0,Yes,Yes,nunc\\nun_96_rgt_P.ctr,Nun_96_Rgt_P.rck,,,,NUNC,NUNC/Nun_96_Rgt_P.rck,2,Yes,rck
384head_384tips_30ul.rck,tip_rack,384_head,Hamilton,384,16,24,n/a,130.2,33.15,flat,round,3.2,3.2,4.5,4.5,127.0,85.0,50.0,0.0,No,No,ML_STAR\\384CoReHead\\core384tip.ctr,384 Tips 30ul Tip for 384,Rack with 384 30ul Tip for 384,20001,384 CO-RE head tips,ML_STAR,ML_STAR/384CoReHead/384head_384tips_30ul.rck,2,Yes,rck
384head_384tips_50ul.rck,tip_rack,50ul,Hamilton,384,16,24,n/a,134.1,41.8,flat,round,3.2,3.2,4.5,4.5,127.0,85.0,50.0,0.0,No,Yes,ML_STAR\\384CoReHead\\core384_50ul_tip.ctr,384 Tips 50ul Tip for 384,Rack with 384 50ul Tip for 384,20001,384 CO-RE head tips,ML_STAR,ML_STAR/384CoReHead/384head_384tips_50ul.rck,2,Yes,rck
384head_96tips_30ul.rck,tip_rack,384_head,Hamilton,96,8,12,n/a,130.2,33.15,flat,round,3.2,3.2,9.0,9.0,127.0,85.0,50.0,0.0,No,No,ML_STAR\\384CoReHead\\core384tip.ctr,96 Tips 30ul Tip for 384,Rack with 96 30ul Tip for 384,20001,384 CO-RE head tips,ML_STAR,ML_STAR/384CoReHead/384head_96tips_30ul.rck,2,Yes,rck
384head_96tips_50ul.rck,tip_rack,50ul,Hamilton,96,8,12,n/a,134.1,41.8,flat,round,3.2,3.2,9.0,9.0,127.0,85.0,50.0,0.0,No,Yes,ML_STAR\\384CoReHead\\core384_50ul_tip.ctr,96 Tips 50ul Tip for 384,Rack with 96 50ul Tip for 384,20001,384 CO-RE head tips,ML_STAR,ML_STAR/384CoReHead/384head_96tips_50ul.rck,2,Yes,rck
4mlTF_L.rck,tip_rack,5ml,Hamilton,24,4,6,landscape,8561.4,118.0,flat,round,13.85,13.85,18.0,18.0,122.4,82.6,7.0,0.0,No,No,ML_STAR\\5mlt.ctr,4ml Tip with Filter,Tip Rack 24x 4ml Tip with Filter landscape oriented,20006,5ml Channel tips,ML_STAR,ML_STAR/4mlTF_L.rck,2,Yes,rck
5mlT_L.rck,tip_rack,5ml,Hamilton,24,4,6,landscape,8561.4,118.0,flat,round,13.85,13.85,18.0,18.0,122.4,82.6,7.0,0.0,No,No,ML_STAR\\5mlt.ctr,5ml Tip,Tip Rack 24x 5ml Tip landscape oriented,20006,5ml Channel tips,ML_STAR,ML_STAR/5mlT_L.rck,2,Yes,rck
CORE384_TipSupport_30ul_L.rck,tip_rack,10ul,Hamilton,384,16,24,landscape,130.2,33.15,flat,round,3.2,3.2,4.5,4.5,122.4,82.6,13.0,0.0,No,No,ML_STAR\\384CoReHead\\core384tip.ctr,TipSupport 30ul 384 STP head,Frame for 384 30ul 384Tips to allow row- or columnwise tip pickup,20000;20001,ML STAR 384 CO-RE head;384 CO-RE head tips,ML_STAR,ML_STAR/384CoReHead/CORE384_TipSupport_30ul_L.rck,2,Yes,rck
CORE384_TipSupport_50ul_L.rck,tip_rack,10ul,Hamilton,384,16,24,landscape,134.1,41.8,flat,round,3.2,3.2,4.5,4.5,122.4,82.6,13.0,0.0,No,Yes,ML_STAR\\384CoReHead\\core384_50ul_tip.ctr,TipSupport 50ul 384 STP head,Frame for 384 50ul 384Tips to allow row- or columnwise tip pickup,20000;20001,ML STAR 384 CO-RE head;384 CO-RE head tips,ML_STAR,ML_STAR/384CoReHead/CORE384_TipSupport_50ul_L.rck,2,Yes,rck
CORE384_TipSupport_50ul_conductive_L.rck,tip_rack,10ul,Hamilton,384,16,24,landscape,127.6,39.5,flat,round,3.2,3.2,4.5,4.5,122.4,82.6,13.0,0.0,No,Yes,ML_STAR\\384CoReHead\\core384_50ul_conductive_tip.ctr,TipSupport 50ul conductive 384 STP head,Frame for 384 50ul conductive 384Tips to allow row- or columnwise tip pickup,20000;20001,ML STAR 384 CO-RE head;384 CO-RE head tips,ML_STAR,ML_STAR/384CoReHead/CORE384_TipSupport_50ul_conductive_L.rck,2,Yes,rck
CORE384_TipSupport_96Tips_30ul_L.rck,tip_rack,10ul,Hamilton,96,8,12,landscape,130.2,33.15,flat,round,3.2,3.2,9.0,9.0,122.4,82.6,13.0,0.0,No,No,ML_STAR\\384CoReHead\\core384tip.ctr,TipSupport 30ul 384 STP head 96 pattern,Frame for 96 30ul 384Tips to allow row- or columnwise tip pickup,20000;20001,ML STAR 384 CO-RE head;384 CO-RE head tips,ML_STAR,ML_STAR/384CoReHead/CORE384_TipSupport_96Tips_30ul_L.rck,2,Yes,rck
CORE384_TipSupport_96Tips_50ul_L.rck,tip_rack,10ul,Hamilton,96,8,12,landscape,134.1,41.8,flat,round,3.2,3.2,9.0,9.0,122.4,82.6,13.0,0.0,No,Yes,ML_STAR\\384CoReHead\\core384_50ul_tip.ctr,TipSupport 50ul 384 STP head 96 pattern,Frame for 96 50ul 384Tips to allow row- or columnwise tip pickup,20000;20001,ML STAR 384 CO-RE head;384 CO-RE head tips,ML_STAR,ML_STAR/384CoReHead/CORE384_TipSupport_96Tips_50ul_L.rck,2,Yes,rck
CORE384_TipSupport_RT_L.rck,tip_rack,300ul,Hamilton,96,8,12,landscape,1324.3,70.15,flat,round,6.8,6.8,9.0,9.0,122.4,82.6,12.0,0.0,No,No,ML_STAR\\384CoReHead\\rt_300ul.ctr,TipSupport RT 384 STP head,Rack with 96 300ul Rocket Tip for 384,20000;20001,ML STAR 384 CO-RE head;384 CO-RE head tips,ML_STAR,ML_STAR/384CoReHead/CORE384_TipSupport_RT_L.rck,2,Yes,rck
COREGripToolTipBoxOnWastev2.rck,tip_rack,,Hamilton,2,2,1,n/a,1742.6,30.0,flat,round,8.6,8.6,0.0,62.57,8.6,64.17,30.5,0.0,No,No,Nimbus\\Channels\\coregriptool.ctr,"Tip Box COREGrip Tool on Waste, 1ml",Tip Box CORE Grippers for 1ml Channels v2,30008,Nimbus CORE-Tools,Nimbus,Nimbus/Channels/COREGripToolTipBoxOnWastev2.rck,2,Yes,rck
